career_name,career_category,interest_name,relevance_weight,review_status,source_type,source_reference
Web Designer,Design and Creative Technology,User Interface Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Responsive Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Visual Communication,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Information Architecture,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Accessibility Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,User Experience Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Digital Content Design,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Front-End Design,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Web Designer,Design and Creative Technology,Usability Testing,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 242133 (Web Designer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e (web designer); O*NET Database 31.0: 15-1255.00 (Web and Digital Interface Designers)
Civil Engineer,Engineering,Civil Infrastructure,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Structural Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Construction Engineering,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Engineering Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Project Planning,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Transport Infrastructure,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Water Infrastructure,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Sustainability,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Safety and Risk,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Civil Engineer,Engineering,Technical Analysis,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243231 (Civil Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360 (civil engineer); O*NET Database 31.0: 17-2051.00 (Civil Engineers)
Electrical Engineer,Engineering,Electrical Systems,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Power Systems,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Electronics,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Engineering Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Control Systems,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Renewable Energy,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Testing and Validation,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Safety and Risk,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Automation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Electrical Engineer,Engineering,Technical Analysis,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243331 (Electrical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22 (electrical engineer); O*NET Database 31.0: 17-2071.00 (Electrical Engineers)
Industrial Engineer,Engineering,Process Improvement,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Operations Research,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Production Systems,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Quality Management,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Supply Chain,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Logistics,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Automation,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Safety and Risk,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Data Analysis,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Industrial Engineer,Engineering,Resource Optimisation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243531 (Industrial Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe (industrial engineer); O*NET Database 31.0: 17-2112.00 (Industrial Engineers)
Mechanical Engineer,Engineering,Mechanical Design,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Mechanical Systems,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Product Development,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Engineering Design,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Manufacturing,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Thermodynamics,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Testing and Validation,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Automation,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Maintenance Engineering,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Mechanical Engineer,Engineering,Technical Analysis,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 243532 (Mechanical Engineer); ESCO 1.2.1: http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644 (mechanical engineer); O*NET Database 31.0: 17-2141.00 (Mechanical Engineers)
Health Information Manager,Healthcare,Health Information Management,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Clinical Data,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Health Data Governance,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Medical Records,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Data Quality,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Privacy and Data Protection,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Health Technology,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Healthcare Analytics,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Regulatory Compliance,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Health Information Manager,Healthcare,Information Security,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 223933 (Health Information Manager); ESCO 1.2.1: http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d (medical records manager); O*NET Database 31.0: 29-9021.00 (Health Information Technologists and Medical Registrars)
Occupational Therapist,Healthcare,Occupational Therapy,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Rehabilitation,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Functional Assessment,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Patient Care,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Assistive Technology,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Disability Support,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Mental Health,4,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Community Health,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Health Education,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Occupational Therapist,Healthcare,Evidence-Based Practice,3,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262331 (Occupational Therapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/33da5532-8c4e-4d1b-b52e-c201ee1bc7ab (occupational therapist); O*NET Database 31.0: 29-1122.00 (Occupational Therapists)
Physiotherapist,Healthcare,Physiotherapy,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Rehabilitation,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
Physiotherapist,Healthcare,Movement and Mobility,5,approved,gradnavi_review,GradNavi-reviewed detailed Interest mapping based on the Career description and approved occupation references: ABS OSCA 2024 Version 1.0: 262431 (Physiotherapist); ESCO 1.2.1: http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533 (physiotherapist); O*NET Database 31.0: 29-1123.00 (Physical Therapists)
